,UP_state
0,0.6000000000001364
1,1.8250000000000455
2,1.5249999999998636
3,1.0499999999999545
4,0.5
5,2.5
6,6.0
7,1.275000000000091
8,0.974999999999909
9,1.675000000000182
10,0.5
11,4.1749999999999545
12,1.150000000000091
13,3.2250000000001364
14,0.7250000000001364
15,1.1749999999999545
16,0.40000000000009095
17,1.0
18,0.7749999999998636
19,0.47499999999990905
20,0.3500000000001364
21,3.224999999999909
22,13.950000000000045
23,1.324999999999818
24,8.325000000000045
25,3.550000000000182
26,0.6000000000001364
27,1.3999999999998636
28,1.0249999999998636
29,0.25
30,6.125
31,5.9249999999999545
32,3.625
33,0.6749999999999545
34,3.1749999999999545
35,3.8250000000000455
36,12.424999999999955
37,1.824999999999818
38,1.5750000000000455
39,0.75
40,0.525000000000091
41,1.900000000000091
42,1.900000000000091
43,0.625
44,1.074999999999818
45,3.4500000000000455
46,4.5499999999999545
47,0.2999999999999545
48,2.900000000000091
49,1.474999999999909
50,1.2000000000000455
51,0.7749999999998636
52,0.5499999999999545
53,1.775000000000091
54,2.5249999999998636
55,2.7749999999998636
56,0.8999999999998636
57,0.375
58,1.2749999999998636
59,2.0249999999998636
60,0.5499999999999545
61,0.3250000000000455
62,0.625
63,15.174999999999955
64,1.3250000000000455
65,10.5
66,3.4500000000000455
67,18.52500000000009
68,4.525000000000091
69,0.9500000000000455
70,0.2749999999998636
71,4.400000000000091
72,2.6749999999999545
73,0.5499999999999545
74,0.4249999999999545
75,16.15000000000009
76,0.4499999999998181
77,7.6749999999999545
78,8.625
79,0.22499999999990905
80,3.7000000000000455
81,2.400000000000091
82,0.4249999999999545
83,2.0
84,3.0499999999999545
85,1.6499999999998636
86,5.525000000000091
87,6.849999999999909
88,2.25
89,2.200000000000273
90,1.4500000000002728
91,0.8999999999996362
92,0.09999999999990905
93,4.724999999999909
94,0.9750000000003638
95,3.199999999999818
96,1.125
97,2.550000000000182
98,1.8500000000003638
99,0.599999999999909
100,2.424999999999727
101,2.025000000000091
102,1.599999999999909
103,1.150000000000091
104,2.300000000000182
105,0.3249999999998181
106,0.599999999999909
107,2.100000000000364
108,0.974999999999909
109,2.599999999999909
110,0.47499999999990905
111,7.649999999999636
112,1.849999999999909
113,9.650000000000091
114,0.75
115,1.025000000000091
116,0.04999999999972715
117,1.449999999999818
118,0.29999999999972715
119,0.375
120,5.475000000000364
121,4.024999999999636
122,0.75
123,3.900000000000091
124,0.775000000000091
125,3.125
126,1.800000000000182
127,0.0749999999998181
128,0.3249999999998181
129,0.625
130,2.799999999999727
131,4.775000000000091
132,0.5749999999998181
133,0.900000000000091
134,4.125
135,2.550000000000182
136,2.400000000000091
137,4.875
138,0.04999999999972715
139,3.125
140,2.150000000000091
141,4.099999999999909
142,6.925000000000182
143,2.024999999999636
144,0.775000000000091
145,1.375
146,0.42499999999972715
147,5.974999999999909
148,0.3249999999998181
149,4.150000000000091
150,3.575000000000273
151,1.8250000000002728
152,1.0750000000002728
153,0.0
154,0.8000000000001819
155,14.149999999999636
156,3.450000000000273
157,1.75
158,21.424999999999727
159,11.599999999999909
160,3.125
161,0.29999999999972715
162,1.5750000000002728
163,5.024999999999636
164,5.650000000000091
165,9.375
166,1.25
167,0.22499999999990905
168,0.4499999999998181
169,1.400000000000091
170,25.425000000000182
171,0.9249999999997272
172,2.699999999999818
173,6.350000000000364
174,1.25
175,8.0
176,2.975000000000364
177,1.175000000000182
178,7.199999999999818
179,1.449999999999818
180,0.9499999999998181
181,11.949999999999818
182,0.27500000000009095
183,0.15000000000009095
184,1.724999999999909
185,0.7000000000002728
186,4.375
187,4.375
188,5.399999999999636
189,0.625
190,13.275000000000091
191,0.775000000000091
192,0.4499999999998181
193,3.275000000000091
194,0.5749999999998181
195,3.149999999999636
196,81.125
197,4.300000000000182
198,0.3000000000001819
199,0.9500000000002728
200,1.0750000000002728
201,0.4250000000001819
202,0.25
203,0.625
204,0.5749999999998181
205,0.525000000000091
206,0.1999999999998181
207,1.150000000000091
208,0.024999999999636202
209,0.32500000000027285
210,0.4250000000001819
211,4.074999999999818
212,2.049999999999727
213,0.5749999999998181
214,6.525000000000091
215,0.20000000000027285
216,4.525000000000091
217,0.3249999999998181
218,0.6000000000003638
219,0.875
220,2.074999999999818
221,0.0500000000001819
222,0.1750000000001819
223,0.02500000000009095
224,0.125
225,0.625
226,0.5
227,0.27500000000009095
228,0.6999999999998181
229,0.45000000000027285
230,0.125
231,0.25
232,0.09999999999990905
233,0.6749999999997272
234,0.6750000000001819
235,0.09999999999990905
236,0.8250000000002728
237,0.525000000000091
238,0.42499999999972715
239,0.724999999999909
240,13.650000000000091
241,16.0
242,0.27500000000009095
243,6.899999999999636
244,5.375
245,0.8249999999998181
246,7.324999999999818
247,11.0
248,3.75
249,1.599999999999909
250,1.7999999999997272
251,0.0
252,0.25
253,0.5749999999998181
254,5.5
255,7.775000000000091
256,2.925000000000182
257,2.525000000000091
258,0.25
259,0.15000000000009095
260,0.9249999999997272
261,2.399999999999636
262,3.025000000000091
263,6.150000000000091
264,3.224999999999909
265,0.25
266,7.400000000000091
267,0.525000000000091
268,0.75
269,2.0
270,0.8250000000002728
271,9.800000000000182
272,1.0
273,1.699999999999818
274,1.074999999999818
275,0.0
276,1.474999999999909
277,2.675000000000182
278,30.40000000000009
279,0.09999999999990905
280,6.799999999999727
281,1.099999999999909
282,5.775000000000091
283,1.824999999999818
284,1.775000000000091
285,0.07500000000027285
286,12.850000000000364
287,22.450000000000273
288,3.450000000000273
289,0.9500000000002728
290,0.47499999999990905
291,2.574999999999818
292,0.3249999999998181
293,1.775000000000091
294,10.949999999999818
295,0.0749999999998181
296,10.724999999999909
297,3.200000000000273
298,1.824999999999818
299,0.849999999999909
300,7.650000000000091
301,6.850000000000364
302,2.400000000000091
303,1.75
304,4.025000000000091
305,4.625
306,4.800000000000182
307,4.924999999999727
308,7.025000000000091
309,10.099999999999909
310,4.700000000000273
311,2.625
312,0.40000000000009095
313,1.675000000000182
314,0.0
315,1.224999999999909
